timestamp,model_name,total_packets,total_packets_dns,total_packets_http,passed_packets_dns,flagged_packets_dns,passed_packets_http,flagged_packets_httpquery_rate_flagged,whitelist_passed,blacklist_flagged,dga_flagged,dga_passed,ml_flagged,ml_passed
2022_11_16-09:06:16_PM,undefined,68889,68889,0,581,68308,0,0,53370,390,0,14701,191,237,0
0.00970800465438515,0.008000002708286047,0.00883299799170345,0.00808399636298418,0.007374997949227691,0.007916998583823442,0.009625000529922545,0.007166003342717886,0.00912499672267586,0.010208008461631835,0.007042006473056972,0.007124996045604348,0.008165996405296028,0.007667011232115328,0.007624999852851033,0.0069590023485943675,0.007916998583823442,0.008082992280833423,0.007499998901039362,0.008917006198316813,0.009875002433545887,0.007875001756474376,0.009249997674487531,0.007624999852851033,0.007624999852851033,0.007791008101776242,0.008458999218419194,0.007708993507549167,0.008417002391070127,0.00837500556372106,0.010791001841425896,0.008374991011805832,0.009041992598213255,0.009958006558008492,0.0075830030255019665,0.01274999522138387,0.005792011506855488,0.008291986887343228,0.007375012501142919,0.008417002391070127,0.00825000461190939,0.009584007784724236,0.008167000487446785,0.0072499969974160194,0.010791001841425896,0.009166004019789398,0.015084006008692086,0.011750002158805728,0.006874994141981006,0.008624992915429175,0.007334005204029381,0.008290997357107699,0.009957992006093264,0.007374997949227691,0.008582996088080108,0.008292001439258456,0.0075830030255019665,0.010917006875388324,0.0072920083766803145,0.009666997357271612,0.007374997949227691,0.009958006558008492,0.009583003702573478,0.008125003660097718,0.008999995770864189,0.010917006875388324,0.00883299799170345,0.009208000847138464,0.01029099803417921,0.008666000212542713,0.008333008736371994,0.012832999345846474,0.009750001481734216,0.011083000572398305,0.018791004549711943,0.010208997991867363,0.010042000212706625,0.009125011274591088,0.007499998901039362,0.007250011549331248,0.006999995093792677,0.00841599830891937,0.008957998943515122,0.008457995136268437,0.010749994544312358,0.00883299799170345,0.00912499672267586,0.008749993867240846,0.008000002708286047,0.009750001481734216,0.01475001045037061,0.0077500008046627045,0.009208000847138464,0.008041010005399585,0.00808399636298418,0.008040995453484356,0.008125003660097718,0.007707989425398409,0.00795800588093698,0.008084010914899409,0.009292009053751826,0.010249990737065673,0.00837500556372106,0.011249998351559043,0.008666989742778242,0.009082999895326793,0.007458991603925824,0.008750008419156075,0.015375000657513738,0.007875001756474376,0.009709008736535907,0.008041999535635114,0.008458009688183665,0.009666997357271612,0.008666000212542713,0.01316699490416795,0.008457995136268437,0.009750001481734216,0.00866700429469347,0.013540993677452207,0.009625000529922545,0.009790994226932526,0.011374999303370714,0.008750008419156075,0.00925001222640276,0.02854100603144616,0.008875009370967746,0.008292001439258456,0.010207993909716606,0.01083400275092572,0.007499998901039362,0.008333998266607523,0.01054200401995331,0.00695799826644361,0.008749993867240846,0.005832989700138569,0.008333008736371994,0.010374991688877344,0.008542003342881799,0.007665992598049343,0.007499998901039362,0.008582996088080108,0.014165998436510563,0.006582995411008596,0.008290997357107699,0.005415990017354488,0.0056249991757795215,0.006166010280139744,0.005999987479299307,0.0066250067902728915,0.006832997314631939,0.005416004569269717,0.007000009645707905,0.009374998626299202,0.004708999767899513,0.005249996320344508,0.006791990017518401,0.01054200401995331,0.007334005204029381,0.004624991561286151,0.006207992555573583,0.00654099858365953,0.00549999822396785,0.007915994501672685,0.004708010237663984,0.005166002665646374,0.004750007065013051,0.004959001671522856,0.004791989340446889,0.004832996637560427,0.005708003300242126,0.0047909998102113605,0.005916997906751931,0.007582988473586738,0.004792003892362118,0.005708992830477655,0.005833004252053797,0.0066250067902728915,0.004874993464909494,0.00508299854118377,0.006040994776412845,0.004417001036927104,0.011416996130719781,0.006707996362820268,0.004750007065013051,0.006583999493159354,0.00883299799170345,0.005416004569269717,0.0052910036174580455,0.010667004971764982,0.007541995728388429,0.00608300615567714,0.005249996320344508,0.0057910074247047305,0.009665993275120854,0.0072499969974160194,0.005875001079402864,0.004542001988738775,0.005084002623334527,0.006917005521245301,0.005584006430581212,0.004875008016824722,0.005709007382392883,0.005333000444807112,0.0062920007621869445,0.006749993190169334,0.007208000170066953,0.00462500611320138,0.0051249953685328364,0.005417008651420474,0.004583998816087842,0.0051670067477971315,0.0057919969549402595,0.008084010914899409,0.006040994776412845,0.005084002623334527,0.005249996320344508,0.00508299854118377,0.004792003892362118,0.014708013623021543,0.006166999810375273,0.006333997589536011,0.0052910036174580455,0.005666006472893059,0.0046670029405504465,0.010042000212706625,0.005541995051316917,0.005875001079402864,0.006250003934837878,0.0054580013966187835,0.004958012141287327,0.005417008651420474,0.006874994141981006,0.008666000212542713,0.0061250029830262065,0.005708003300242126,0.0062920007621869445,0.00554099096916616,0.004542001988738775,0.006417001713998616,0.004540997906588018,0.00462500611320138,0.005125009920448065,0.0048330111894756556,0.008500006515532732,0.0066250067902728915,0.005166002665646374,0.004832996637560427,0.010791991371661425,0.005166992195881903,0.005875001079402864,0.006457994459196925,0.007916998583823442,0.006791000487282872,0.007665992598049343,0.006457994459196925,0.009625000529922545,0.0062920007621869445,0.005500012775883079,0.005583991878665984,0.0067920045694336295,0.005541995051316917,0.005750000127591193,0.005833993782289326,0.005333000444807112,0.007374997949227691,0.00695799826644361,0.0057910074247047305,0.005500012775883079,0.004791989340446889,0.006499991286545992,0.00750001345295459,0.006083995685912669,0.009625000529922545,0.005666006472893059,0.0064580090111121535,0.0062920007621869445,0.004290996002964675,0.004832996637560427,0.005207999492995441,0.10020799527410418,0.0074590061558410525,0.006375004886649549,0.005125009920448065,0.00549999822396785,0.005541005521081388,0.00654099858365953,0.00504200579598546,0.006166999810375273,0.005459005478769541,0.006582995411008596,0.006374990334734321,0.006417001713998616,0.0064580090111121535,0.004916990292258561,0.006667003617621958,0.007040987838990986,0.007208000170066953,0.004832996637560427,0.005750000127591193,0.006208007107488811,0.007124996045604348,0.00549999822396785,0.005166992195881903,0.007374997949227691,0.005916997906751931,0.006667003617621958,0.010333998943679035,0.009750001481734216,0.0057919969549402595,0.00620899663772434,0.0062920007621869445,0.008332994184456766,0.006624992238357663,0.006834001396782696,0.006417001713998616,0.00812498910818249,0.0054580013966187835,0.011791998986154795,0.008333998266607523,0.007167007424868643,0.006583999493159354,0.006583009962923825,0.006207992555573583,0.005207999492995441,0.007416994776576757,0.006417001713998616,0.005375011824071407,0.004708010237663984,0.0057910074247047305,0.006041998858563602,0.009957992006093264,0.00825000461190939,0.005292007699608803,0.009875002433545887,0.006166999810375273,0.0059580052038654685,0.005708003300242126,0.006624992238357663,0.004958012141287327,0.005417008651420474,0.007916998583823442,0.005207999492995441,0.00562501372769475,0.007291993824765086,0.007291004294529557,0.004417001036927104,0.005583002348430455,0.005249996320344508,0.004583009285852313,0.011458003427833319,0.0075410061981529,0.01750000228639692,0.00504200579598546,0.0056249991757795215,0.00795899541117251,0.00620899663772434,0.008624992915429175,0.006665999535471201,0.004917004844173789,0.0062920007621869445,0.005916997906751931,0.003916997229680419,0.008333998266607523,0.007374997949227691,0.00595799065195024,0.006750007742084563,0.007166992872953415,0.006999995093792677,0.005209003575146198,0.00504200579598546,0.006542002665810287,0.0059589947341009974,0.011374999303370714,0.00795800588093698,0.006542002665810287,0.005292007699608803,0.005333000444807112,0.005374997272156179,0.007582988473586738,0.006375004886649549,0.006250003934837878,0.005457986844703555,0.006209011189639568,0.005542009603232145,0.00941699545364827,0.005916997906751931,0.007667011232115328,0.005875001079402864,0.006999995093792677

